Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Status
SHP00240,2025-06-30,2025-07-03,Individual,Central,West,Document,Standard,477,Delivered
SHP00718,2025-07-01,2025-07-04,Individual,East,West,Fragile,Express,325,Delivered
SHP01415,2025-07-02,2025-07-03,Individual,Central,East,Document,Same Day,779,Delivered
SHP00832,2025-07-03,2025-07-08,Individual,East,East,Fragile,Standard,356,Delivered
SHP00806,2025-07-03,2025-07-04,Individual,East,Central,Document,Standard,255,Delivered
SHP00356,2025-07-04,2025-07-06,Business,East,West,Fragile,Standard,389,Delivered
SHP00177,2025-07-04,2025-07-08,Business,West,North,Parcel,Standard,302,Delivered
SHP00987,2025-07-05,2025-07-09,Individual,West,West,Document,Same Day,470,Delivered
SHP01384,2025-07-06,2025-07-12,Business,West,North,Parcel,Express,619,Failed
SHP01464,2025-07-06,2025-07-08,Individual,West,Central,Parcel,Standard,449,Delivered
SHP01883,2025-07-07,2025-07-09,Individual,South,South,Parcel,Standard,342,Cancelled
SHP01881,2025-07-07,2025-07-11,Business,West,South,Electronics,Standard,156,Delivered
SHP01686,2025-07-07,2025-07-08,Individual,East,South,Document,Express,444,Delivered
SHP00800,2025-07-07,2025-07-14,Business,Central,West,Fragile,Express,200,Delivered
SHP01227,2025-07-10,2025-07-14,Individual,West,West,Fragile,Same Day,634,Delivered
SHP00127,2025-07-10,2025-07-11,Individual,East,North,Fragile,Standard,414,Delayed
SHP01220,2025-07-10,2025-07-13,Business,South,South,Electronics,Standard,442,Delivered
SHP01638,2025-07-12,2025-07-18,Individual,West,East,Electronics,Standard,192,Delivered
SHP00742,2025-07-12,2025-07-14,Business,West,North,Parcel,Express,199,Cancelled
SHP00333,2025-07-13,2025-07-14,Individual,South,Central,Parcel,Express,175,Delivered
SHP00903,2025-07-14,2025-07-18,Individual,Central,North,Document,Standard,437,Delayed
SHP01768,2025-07-14,2025-07-20,Individual,North,North,Parcel,Standard,250,Failed
SHP01699,2025-07-14,2025-07-18,Individual,South,South,Fragile,Standard,204,Delivered
SHP01929,2025-07-16,2025-07-20,Individual,West,West,Parcel,Express,578,Delivered
SHP00228,2025-07-16,2025-07-18,Business,North,South,Parcel,Standard,233,Cancelled
SHP00030,2025-07-16,2025-07-19,Individual,North,North,Fragile,Standard,414,Delayed
SHP01158,2025-07-17,2025-07-21,Business,Central,South,Parcel,Same Day,495,Delivered
SHP00142,2025-07-17,2025-07-20,Individual,East,East,Parcel,Same Day,599,Delivered
SHP00116,2025-07-17,2025-07-18,Individual,East,North,Electronics,Same Day,398,Delivered
SHP00042,2025-07-18,2025-07-21,Business,Central,Central,Fragile,Standard,366,Delivered
SHP00052,2025-07-19,2025-07-20,Individual,Central,West,Fragile,Standard,283,Delivered
SHP00262,2025-07-19,2025-07-23,Business,South,North,Electronics,Same Day,486,Cancelled
SHP00863,2025-07-20,2025-07-23,Business,Central,Central,Document,Standard,390,Delivered
SHP00436,2025-07-22,2025-07-27,Individual,Central,North,Parcel,Standard,192,Delayed
SHP01288,2025-07-23,2025-07-26,Individual,South,Central,Parcel,Standard,363,Delivered
SHP00296,2025-07-23,2025-07-25,Individual,South,South,Electronics,Standard,279,Delivered
SHP00263,2025-07-23,2025-07-24,Individual,Central,North,Parcel,Standard,336,Delivered
SHP01306,2025-07-23,2025-07-29,Individual,Central,Central,Parcel,Standard,459,Delivered
SHP01216,2025-07-24,2025-07-25,Business,West,West,Document,Standard,338,Delayed
SHP01253,2025-07-25,2025-07-27,Individual,West,North,Parcel,Same Day,626,Delivered
SHP01892,2025-07-25,2025-07-28,Individual,East,North,Electronics,Standard,365,Delivered
SHP00776,2025-07-27,2025-07-30,Individual,East,South,Electronics,Express,203,Delivered
SHP00729,2025-07-27,2025-08-01,Individual,South,Central,Document,Express,561,Delivered
SHP00872,2025-07-28,2025-08-01,Business,West,Central,Parcel,Express,588,Delivered
SHP00293,2025-07-28,2025-08-01,Individual,South,West,Fragile,Express,491,Delivered
SHP01552,2025-07-28,2025-08-01,Business,East,South,Fragile,Express,685,Delivered
SHP00787,2025-07-28,2025-07-31,Business,South,Central,Document,Same Day,684,Delayed
SHP01490,2025-07-29,2025-08-04,Business,South,East,Parcel,Standard,161,Delivered
SHP01137,2025-07-30,2025-08-02,Individual,Central,West,Parcel,Express,609,Delivered
SHP00586,2025-07-31,2025-08-07,Business,West,West,Fragile,Standard,98,Delivered
SHP01778,2025-07-31,2025-08-03,Individual,South,East,Fragile,Express,365,Delivered
SHP00125,2025-07-31,2025-08-06,Business,South,Central,Parcel,Express,608,Delivered
SHP01441,2025-07-31,2025-08-01,Individual,South,East,Fragile,Standard,144,Cancelled
SHP00798,2025-08-01,2025-08-02,Individual,South,North,Fragile,Standard,105,Delivered
SHP00941,2025-08-01,2025-08-03,Individual,East,South,Document,Express,253,Delivered
SHP01183,2025-08-02,2025-08-05,Business,Central,West,Parcel,Express,470,Failed
SHP01663,2025-08-03,2025-08-06,Business,East,West,Parcel,Express,325,Delivered
SHP00337,2025-08-03,2025-08-04,Individual,West,East,Fragile,Standard,439,Delivered
SHP01909,2025-08-03,2025-08-07,Business,East,Central,Electronics,Standard,250,Delivered
SHP01649,2025-08-06,2025-08-09,Individual,North,West,Electronics,Standard,136,Delayed
SHP01339,2025-08-06,2025-08-07,Business,Central,Central,Parcel,Standard,276,Delivered
SHP01146,2025-08-07,2025-08-10,Individual,West,East,Document,Standard,200,Cancelled
SHP01555,2025-08-07,2025-08-10,Individual,Central,North,Parcel,Standard,446,Delivered
SHP01251,2025-08-08,2025-08-09,Individual,South,North,Document,Standard,94,Delayed
SHP00202,2025-08-09,2025-08-10,Business,North,Central,Parcel,Standard,171,Delayed
SHP01541,2025-08-10,2025-08-12,Individual,South,South,Parcel,Express,238,Cancelled
SHP00766,2025-08-10,2025-08-12,Individual,West,Central,Parcel,Express,382,Delayed
SHP00447,2025-08-10,2025-08-12,Individual,South,East,Parcel,Express,409,Delivered
SHP01005,2025-08-10,2025-08-15,Individual,East,Central,Electronics,Express,407,Delivered
SHP01355,2025-08-10,2025-08-14,Business,East,Central,Electronics,Standard,483,Delayed
SHP01625,2025-08-11,2025-08-14,Individual,Central,North,Parcel,Express,337,Delivered
SHP01367,2025-08-11,2025-08-15,Individual,East,West,Parcel,Standard,326,Delivered
SHP01237,2025-08-11,2025-08-14,Individual,Central,North,Fragile,Express,235,Delayed
SHP01556,2025-08-11,2025-08-12,Individual,West,West,Electronics,Express,196,Delivered
SHP01675,2025-08-12,2025-08-19,Individual,South,Central,Parcel,Express,624,Delivered
SHP00918,2025-08-12,2025-08-15,Business,South,East,Parcel,Express,522,Delivered
SHP01317,2025-08-13,2025-08-17,Business,East,East,Fragile,Standard,248,Delivered
SHP01483,2025-08-14,2025-08-18,Business,East,West,Electronics,Standard,450,Delayed
SHP01358,2025-08-14,2025-08-17,Business,East,East,Document,Standard,113,Delayed
SHP00978,2025-08-15,2025-08-17,Individual,North,East,Parcel,Standard,167,Delivered
SHP01203,2025-08-15,2025-08-18,Individual,South,Central,Fragile,Standard,441,Delivered
SHP00080,2025-08-15,2025-08-17,Individual,Central,East,Fragile,Express,547,Delivered
SHP01771,2025-08-16,2025-08-20,Individual,West,East,Parcel,Same Day,410,Failed
SHP01879,2025-08-16,2025-08-21,Individual,South,West,Parcel,Express,132,Delivered
SHP01090,2025-08-16,2025-08-17,Individual,South,East,Document,Standard,277,Delivered
SHP00699,2025-08-17,2025-08-19,Individual,East,Central,Fragile,Standard,434,Delivered
SHP00415,2025-08-18,2025-08-20,Individual,West,Central,Fragile,Express,435,Delivered
SHP01990,2025-08-20,2025-08-21,Individual,South,Central,Parcel,Express,571,Delivered
SHP00812,2025-08-20,2025-08-24,Individual,Central,North,Parcel,Express,675,Delivered
SHP01849,2025-08-20,2025-08-25,Individual,East,South,Document,Standard,98,Delivered
SHP00778,2025-08-23,2025-08-28,Individual,West,South,Electronics,Standard,333,Delivered
SHP00037,2025-08-23,2025-08-27,Individual,West,North,Fragile,Standard,484,Delivered
SHP00853,2025-08-26,2025-08-28,Individual,Central,Central,Electronics,Express,189,Delivered
SHP00633,2025-08-26,2025-08-31,Individual,Central,Central,Document,Standard,403,Delivered
SHP00389,2025-08-27,2025-09-02,Business,East,Central,Parcel,Express,501,Delivered
SHP01572,2025-08-27,2025-08-30,Business,East,West,Electronics,Express,176,Delivered
SHP00253,2025-08-29,2025-09-05,Business,South,West,Parcel,Standard,305,Cancelled
SHP01346,2025-08-29,2025-09-01,Individual,Central,West,Fragile,Standard,244,Delivered
SHP01438,2025-08-30,2025-09-03,Individual,North,East,Parcel,Standard,335,Cancelled
SHP00166,2025-08-31,2025-09-02,Individual,North,Central,Fragile,Standard,461,Delivered
SHP01833,2025-08-31,2025-09-02,Business,South,South,Electronics,Standard,135,Delivered
SHP00994,2025-09-01,2025-09-05,Individual,Central,Central,Document,Standard,442,Delivered
SHP01011,2025-09-01,2025-09-04,Individual,South,West,Parcel,Standard,415,Delivered
SHP00102,2025-09-04,2025-09-07,Individual,Central,Central,Parcel,Standard,380,Delivered
SHP00303,2025-09-04,2025-09-06,Individual,Central,North,Parcel,Express,682,Delivered
SHP00701,2025-09-04,2025-09-06,Individual,East,East,Fragile,Express,578,Delivered
SHP01714,2025-09-05,2025-09-09,Individual,West,West,Parcel,Standard,209,Delivered
SHP01096,2025-09-06,2025-09-10,Individual,East,East,Electronics,Standard,414,Delivered
SHP00783,2025-09-07,2025-09-08,Individual,South,South,Parcel,Express,405,Cancelled
SHP00394,2025-09-08,2025-09-10,Individual,West,North,Document,Standard,348,Delivered
SHP01723,2025-09-09,2025-09-13,Individual,North,West,Parcel,Standard,225,Delivered
SHP01604,2025-09-10,2025-09-13,Business,North,Central,Parcel,Express,455,Delivered
SHP01496,2025-09-11,2025-09-13,Business,East,East,Parcel,Express,664,Delivered
SHP01098,2025-09-11,2025-09-14,Individual,Central,West,Parcel,Standard,387,Delivered
SHP01688,2025-09-12,2025-09-17,Business,Central,West,Fragile,Same Day,641,Delivered
SHP00697,2025-09-14,2025-09-19,Individual,North,West,Document,Standard,404,Failed
SHP01034,2025-09-14,2025-09-15,Individual,South,South,Electronics,Standard,285,Cancelled
SHP00582,2025-09-15,2025-09-20,Individual,South,Central,Parcel,Standard,437,Delivered
SHP00186,2025-09-15,2025-09-16,Individual,North,South,Fragile,Express,183,Cancelled
SHP00707,2025-09-15,2025-09-16,Business,East,South,Fragile,Express,427,Delivered
SHP01878,2025-09-15,2025-09-19,Business,East,Central,Document,Standard,315,Delayed
SHP00657,2025-09-16,2025-09-19,Individual,Central,East,Fragile,Express,679,Delayed
SHP01885,2025-09-16,2025-09-19,Business,North,West,Parcel,Express,188,Delivered
SHP00265,2025-09-17,2025-09-22,Individual,North,East,Parcel,Express,416,Delivered
SHP01735,2025-09-18,2025-09-21,Individual,North,Central,Parcel,Standard,156,Delivered
SHP00826,2025-09-18,2025-09-20,Individual,Central,West,Fragile,Standard,493,Cancelled
SHP00201,2025-09-19,2025-09-23,Individual,South,North,Parcel,Same Day,659,Cancelled
SHP00134,2025-09-19,2025-09-26,Individual,East,Central,Parcel,Standard,225,Delivered
SHP01084,2025-09-20,2025-09-25,Individual,East,West,Parcel,Express,176,Delivered
SHP01875,2025-09-20,2025-09-23,Individual,Central,Central,Electronics,Express,164,Delivered
SHP01588,2025-09-20,2025-09-23,Business,West,West,Fragile,Standard,169,Cancelled
SHP01481,2025-09-21,2025-09-26,Individual,Central,East,Parcel,Same Day,328,Delivered
SHP01736,2025-09-21,2025-09-24,Individual,East,North,Document,Express,206,Delivered
SHP01667,2025-09-22,2025-09-24,Individual,South,North,Parcel,Standard,478,Delivered
SHP00980,2025-09-23,2025-09-26,Individual,North,South,Fragile,Express,167,Delayed
SHP00133,2025-09-24,2025-09-28,Business,Central,East,Parcel,Standard,387,Delivered
SHP01726,2025-09-24,2025-09-27,Business,South,West,Fragile,Express,202,Delivered
SHP01019,2025-09-25,2025-09-30,Individual,South,South,Document,Standard,444,Delivered
SHP00455,2025-09-25,2025-09-29,Business,East,North,Parcel,Same Day,259,Delivered
SHP00330,2025-09-25,2025-09-28,Business,Central,South,Document,Standard,256,Delivered
SHP00630,2025-09-25,2025-09-28,Individual,Central,West,Parcel,Standard,404,Delivered
SHP00442,2025-09-25,2025-09-26,Business,Central,West,Parcel,Express,116,Delayed
SHP01185,2025-09-26,2025-09-30,Individual,West,West,Parcel,Standard,321,Delivered
SHP01380,2025-09-26,2025-09-27,Individual,West,West,Parcel,Standard,284,Delayed
SHP00320,2025-09-27,2025-10-02,Individual,East,West,Fragile,Standard,249,Delivered
SHP01681,2025-09-28,2025-09-30,Individual,East,Central,Fragile,Standard,112,Delivered
SHP01447,2025-09-28,2025-09-30,Business,West,North,Document,Standard,195,Delivered
SHP00660,2025-09-30,2025-10-02,Individual,North,West,Electronics,Standard,152,Delivered
SHP00880,2025-10-01,2025-10-07,Individual,West,East,Document,Standard,480,Delayed
SHP00218,2025-10-01,2025-10-04,Individual,South,South,Parcel,Standard,262,Delivered
SHP00180,2025-10-02,2025-10-04,Individual,East,East,Document,Standard,389,Delivered
SHP00147,2025-10-03,2025-10-04,Individual,South,West,Fragile,Standard,209,Delivered
SHP01820,2025-10-03,2025-10-07,Individual,East,Central,Parcel,Standard,117,Delivered
SHP00103,2025-10-04,2025-10-08,Individual,East,North,Fragile,Express,218,Delivered
SHP01626,2025-10-05,2025-10-08,Individual,East,West,Fragile,Express,253,Delivered
SHP00637,2025-10-06,2025-10-07,Individual,North,East,Electronics,Express,483,Delayed
SHP00129,2025-10-07,2025-10-08,Individual,West,East,Document,Express,176,Delivered
SHP01008,2025-10-07,2025-10-09,Individual,Central,East,Document,Express,463,Delayed
SHP00724,2025-10-07,2025-10-08,Individual,North,East,Document,Standard,232,Delivered
SHP00032,2025-10-08,2025-10-13,Business,South,East,Parcel,Express,350,Delayed
SHP01985,2025-10-08,2025-10-12,Individual,West,West,Parcel,Standard,222,Delivered
SHP00078,2025-10-09,2025-10-10,Individual,South,East,Electronics,Standard,252,Delivered
SHP01694,2025-10-09,2025-10-11,Individual,Central,Central,Parcel,Standard,214,Delivered
SHP00137,2025-10-10,2025-10-15,Individual,East,West,Parcel,Express,323,Delayed
SHP01673,2025-10-11,2025-10-15,Individual,West,Central,Parcel,Standard,102,Cancelled
SHP01856,2025-10-11,2025-10-13,Business,North,South,Document,Express,451,Delivered
SHP01953,2025-10-13,2025-10-14,Individual,West,North,Electronics,Standard,410,Delivered
SHP00469,2025-10-14,2025-10-17,Business,North,East,Parcel,Standard,168,Delayed
SHP00286,2025-10-15,2025-10-18,Individual,West,East,Electronics,Express,337,Delivered
SHP00745,2025-10-15,2025-10-21,Individual,West,North,Fragile,Express,455,Delivered
SHP00317,2025-10-17,2025-10-19,Business,East,West,Fragile,Standard,377,Delivered
SHP00495,2025-10-17,2025-10-19,Individual,East,South,Parcel,Standard,85,Delivered
SHP00321,2025-10-18,2025-10-22,Business,East,East,Fragile,Express,517,Delivered
SHP01730,2025-10-18,2025-10-20,Individual,North,East,Fragile,Standard,169,Delivered
SHP00445,2025-10-19,2025-10-22,Individual,West,West,Parcel,Express,350,Delivered
SHP00239,2025-10-20,2025-10-22,Individual,East,North,Fragile,Standard,221,Delayed
SHP00169,2025-10-21,2025-10-24,Business,North,North,Document,Standard,166,Delivered
SHP01855,2025-10-22,2025-10-25,Individual,South,West,Fragile,Standard,241,Delivered
SHP01668,2025-10-22,2025-10-24,Individual,North,West,Electronics,Standard,83,Delivered
SHP01982,2025-10-22,2025-10-25,Individual,East,East,Parcel,Express,344,Delivered
SHP01069,2025-10-22,2025-10-25,Individual,East,Central,Parcel,Standard,129,Delivered
SHP00866,2025-10-22,2025-10-25,Individual,South,Central,Parcel,Express,622,Delivered
SHP00705,2025-10-23,2025-10-26,Individual,South,West,Document,Standard,96,Delivered
SHP01669,2025-10-23,2025-10-25,Business,North,South,Parcel,Same Day,569,Delivered
SHP01717,2025-10-23,2025-10-26,Individual,Central,Central,Fragile,Standard,288,Delivered
SHP00892,2025-10-23,2025-10-26,Individual,East,South,Parcel,Express,216,Delivered
SHP01991,2025-10-23,2025-10-25,Individual,North,West,Document,Standard,498,Delivered
SHP01414,2025-10-23,2025-10-26,Individual,North,Central,Parcel,Same Day,898,Delivered
SHP01814,2025-10-24,2025-10-27,Individual,West,North,Parcel,Express,595,Delivered
SHP01986,2025-10-24,2025-10-27,Individual,Central,South,Parcel,Standard,283,Delivered
SHP00408,2025-10-24,2025-10-26,Individual,East,South,Parcel,Standard,359,Delivered
SHP01919,2025-10-25,2025-10-26,Business,West,East,Parcel,Standard,380,Failed
SHP01035,2025-10-25,2025-10-27,Individual,North,East,Parcel,Express,438,Delivered
SHP00885,2025-10-25,2025-10-27,Business,Central,South,Document,Express,216,Delivered
SHP00140,2025-10-25,2025-10-30,Business,North,West,Electronics,Standard,230,Delivered
SHP01655,2025-10-25,2025-10-28,Individual,North,South,Parcel,Standard,394,Delivered
SHP01589,2025-10-26,2025-11-02,Business,South,North,Fragile,Standard,424,Delivered
SHP00790,2025-10-26,2025-10-31,Individual,Central,North,Parcel,Express,680,Delayed
SHP00893,2025-10-27,2025-10-29,Individual,East,South,Fragile,Express,312,Failed
SHP00668,2025-10-27,2025-10-28,Business,West,Central,Parcel,Standard,111,Delayed
SHP00991,2025-10-27,2025-10-31,Business,North,Central,Parcel,Express,407,Delivered
SHP00626,2025-10-28,2025-10-30,Individual,North,South,Fragile,Express,347,Delivered
SHP00504,2025-10-29,2025-11-01,Business,North,Central,Parcel,Express,351,Delivered
SHP01533,2025-10-30,2025-11-05,Individual,South,South,Parcel,Standard,183,Delivered
SHP01725,2025-10-31,2025-11-05,Business,East,North,Document,Express,153,Delivered
SHP00911,2025-10-31,2025-11-04,Individual,South,South,Fragile,Standard,400,Delivered
SHP01623,2025-10-31,2025-11-02,Individual,East,East,Parcel,Standard,105,Delivered
SHP01865,2025-11-02,2025-11-03,Individual,North,North,Parcel,Express,521,Failed
SHP01233,2025-11-02,2025-11-07,Business,East,East,Fragile,Same Day,405,Delivered
SHP00487,2025-11-02,2025-11-05,Individual,East,East,Parcel,Express,381,Delivered
SHP01810,2025-11-02,2025-11-03,Individual,Central,East,Parcel,Express,220,Delivered
SHP00628,2025-11-02,2025-11-07,Individual,Central,Central,Parcel,Standard,348,Delivered
SHP01360,2025-11-03,2025-11-04,Individual,East,East,Fragile,Standard,354,Delivered
SHP01666,2025-11-03,2025-11-08,Individual,South,West,Fragile,Express,466,Delayed
SHP00571,2025-11-04,2025-11-07,Business,East,East,Parcel,Standard,437,Delivered
SHP01247,2025-11-05,2025-11-11,Individual,West,West,Document,Express,190,Delayed
SHP00400,2025-11-06,2025-11-07,Business,West,South,Document,Express,655,Delayed
SHP01028,2025-11-06,2025-11-08,Individual,South,South,Parcel,Standard,362,Delivered
SHP00507,2025-11-06,2025-11-11,Individual,North,Central,Parcel,Standard,348,Delivered
SHP00555,2025-11-07,2025-11-08,Individual,Central,North,Document,Standard,265,Delivered
SHP01770,2025-11-08,2025-11-14,Individual,North,Central,Document,Standard,349,Failed
SHP01648,2025-11-12,2025-11-16,Individual,South,West,Fragile,Express,371,Delivered
SHP00634,2025-11-12,2025-11-15,Individual,Central,Central,Parcel,Standard,138,Delivered
SHP00298,2025-11-12,2025-11-16,Individual,Central,North,Parcel,Express,304,Delivered
SHP00126,2025-11-12,2025-11-15,Business,West,Central,Parcel,Standard,145,Cancelled
SHP00846,2025-11-13,2025-11-17,Business,North,North,Electronics,Standard,500,Delivered
SHP00139,2025-11-14,2025-11-16,Individual,South,North,Document,Standard,219,Delivered
SHP00099,2025-11-14,2025-11-16,Individual,South,Central,Document,Express,160,Delivered
SHP00486,2025-11-15,2025-11-19,Individual,Central,North,Parcel,Standard,480,Delivered
SHP00281,2025-11-15,2025-11-18,Business,North,Central,Fragile,Standard,383,Delivered
SHP01408,2025-11-15,2025-11-16,Individual,North,West,Parcel,Express,489,Delivered
SHP00561,2025-11-15,2025-11-22,Individual,East,North,Parcel,Same Day,770,Failed
SHP01972,2025-11-16,2025-11-22,Individual,West,South,Electronics,Standard,244,Delayed
SHP00264,2025-11-16,2025-11-17,Individual,Central,North,Parcel,Express,568,Delivered
SHP01664,2025-11-17,2025-11-19,Individual,South,North,Fragile,Standard,458,Delayed
SHP00028,2025-11-17,2025-11-21,Individual,South,West,Fragile,Standard,225,Delivered
SHP01273,2025-11-17,2025-11-21,Business,East,Central,Fragile,Same Day,220,Failed
SHP01492,2025-11-17,2025-11-20,Individual,North,Central,Electronics,Express,193,Delivered
SHP00220,2025-11-18,2025-11-19,Individual,South,East,Fragile,Standard,404,Delivered
SHP01553,2025-11-18,2025-11-20,Individual,Central,East,Parcel,Express,438,Delivered
SHP01087,2025-11-18,2025-11-23,Individual,East,East,Parcel,Standard,185,Delayed
SHP00543,2025-11-19,2025-11-21,Individual,West,East,Fragile,Standard,447,Delivered
SHP01171,2025-11-19,2025-11-20,Business,North,South,Document,Standard,342,Delivered
SHP00898,2025-11-19,2025-11-21,Individual,West,East,Parcel,Express,462,Delivered
SHP00374,2025-11-20,2025-11-24,Individual,Central,North,Parcel,Standard,418,Delivered
SHP00751,2025-11-20,2025-11-26,Business,East,North,Electronics,Standard,142,Delivered
SHP01822,2025-11-20,2025-11-21,Individual,Central,West,Document,Standard,307,Delivered
SHP01174,2025-11-20,2025-11-23,Individual,Central,East,Parcel,Standard,271,Delivered
SHP00377,2025-11-21,2025-11-23,Business,North,West,Parcel,Standard,345,Delivered
SHP01512,2025-11-21,2025-11-23,Individual,South,Central,Parcel,Express,540,Delivered
SHP00702,2025-11-22,2025-11-23,Individual,West,West,Document,Standard,228,Delivered
SHP01023,2025-11-23,2025-11-25,Individual,South,East,Electronics,Express,151,Delivered
SHP01516,2025-11-23,2025-11-28,Individual,West,West,Parcel,Standard,206,Delivered
SHP01323,2025-11-23,2025-11-27,Business,East,East,Fragile,Express,626,Delivered
SHP01410,2025-11-25,2025-11-28,Individual,East,West,Parcel,Standard,300,Delivered
SHP00343,2025-11-27,2025-12-04,Individual,East,East,Parcel,Same Day,632,Failed
SHP01129,2025-11-27,2025-11-29,Individual,South,West,Electronics,Standard,426,Delivered
SHP00509,2025-11-28,2025-11-30,Individual,South,East,Parcel,Standard,433,Delivered
SHP01209,2025-11-28,2025-12-01,Individual,South,Central,Fragile,Express,690,Delivered
SHP00418,2025-11-29,2025-12-02,Individual,South,North,Document,Standard,454,Delivered
SHP00670,2025-11-29,2025-12-04,Business,North,East,Parcel,Express,458,Delivered
SHP00144,2025-11-29,2025-12-01,Individual,West,West,Fragile,Express,416,Delivered
SHP01870,2025-11-30,2025-12-02,Individual,South,Central,Document,Express,277,Delivered
SHP01684,2025-11-30,2025-12-02,Business,North,North,Document,Standard,357,Delayed
SHP01224,2025-11-30,2025-12-03,Business,North,North,Fragile,Express,391,Delivered
SHP01243,2025-11-30,2025-12-02,Individual,East,Central,Fragile,Standard,345,Delivered
SHP00254,2025-11-30,2025-12-03,Individual,West,West,Parcel,Standard,210,Delivered
SHP00024,2025-11-30,2025-12-02,Individual,South,Central,Electronics,Express,323,Delivered
SHP00961,2025-11-30,2025-12-05,Business,West,Central,Electronics,Same Day,855,Delivered
SHP01018,2025-12-02,2025-12-03,Individual,East,North,Fragile,Standard,244,Delivered
SHP01872,2025-12-03,2025-12-04,Individual,Central,South,Parcel,Standard,499,Delayed
SHP00053,2025-12-03,2025-12-05,Individual,South,West,Document,Standard,329,Delivered
SHP01272,2025-12-04,2025-12-06,Individual,South,Central,Parcel,Standard,447,Delivered
SHP00336,2025-12-04,2025-12-11,Individual,West,West,Electronics,Standard,145,Delivered
SHP01551,2025-12-04,2025-12-10,Individual,South,East,Parcel,Standard,450,Delivered
SHP01267,2025-12-05,2025-12-07,Business,North,North,Parcel,Express,661,Delivered
SHP01144,2025-12-05,2025-12-08,Individual,North,West,Parcel,Same Day,369,Delivered
SHP00968,2025-12-07,2025-12-10,Individual,West,East,Parcel,Express,437,Delayed
SHP01698,2025-12-08,2025-12-15,Individual,North,East,Parcel,Standard,139,Delivered
SHP00526,2025-12-09,2025-12-15,Individual,South,East,Parcel,Express,476,Delayed
SHP00551,2025-12-09,2025-12-11,Individual,North,Central,Parcel,Standard,440,Delivered
SHP00965,2025-12-09,2025-12-16,Individual,South,North,Fragile,Same Day,180,Delivered
SHP00887,2025-12-10,2025-12-13,Individual,Central,West,Electronics,Express,550,Delivered
SHP01153,2025-12-10,2025-12-14,Individual,Central,North,Parcel,Same Day,436,Delivered
SHP01072,2025-12-10,2025-12-16,Business,West,South,Electronics,Standard,455,Delayed
SHP00136,2025-12-10,2025-12-13,Individual,East,Central,Parcel,Express,315,Delayed
SHP01568,2025-12-11,2025-12-16,Business,North,West,Document,Express,591,Delivered
SHP01078,2025-12-11,2025-12-13,Individual,South,Central,Parcel,Standard,233,Delivered
SHP00833,2025-12-12,2025-12-15,Business,South,South,Fragile,Standard,293,Delivered
SHP01046,2025-12-13,2025-12-16,Individual,North,North,Parcel,Express,302,Delivered
SHP00979,2025-12-14,2025-12-17,Business,South,North,Parcel,Standard,359,Delivered
SHP00556,2025-12-14,2025-12-19,Individual,Central,West,Fragile,Standard,94,Delivered
SHP01361,2025-12-14,2025-12-16,Business,Central,North,Document,Express,386,Delivered
SHP00682,2025-12-14,2025-12-17,Individual,North,North,Document,Express,335,Delivered
SHP00466,2025-12-14,2025-12-19,Individual,South,South,Parcel,Same Day,459,Delivered
SHP01609,2025-12-15,2025-12-21,Individual,South,West,Document,Express,315,Delivered
SHP01898,2025-12-15,2025-12-18,Business,South,North,Electronics,Standard,499,Delayed
SHP00732,2025-12-15,2025-12-17,Business,East,South,Parcel,Standard,151,Delivered
SHP01275,2025-12-16,2025-12-21,Individual,Central,East,Fragile,Same Day,218,Delayed
SHP01385,2025-12-16,2025-12-19,Business,North,Central,Electronics,Standard,188,Delivered
SHP00562,2025-12-17,2025-12-20,Individual,North,East,Parcel,Standard,490,Delivered
SHP00426,2025-12-18,2025-12-19,Business,East,East,Parcel,Standard,199,Delivered
SHP00658,2025-12-19,2025-12-23,Individual,South,East,Electronics,Express,690,Delivered
SHP00064,2025-12-20,2025-12-23,Individual,South,South,Parcel,Standard,210,Delivered
SHP01651,2025-12-20,2025-12-23,Individual,North,Central,Parcel,Standard,336,Delivered
SHP01342,2025-12-21,2025-12-24,Business,West,West,Parcel,Express,178,Delivered
SHP00984,2025-12-21,2025-12-28,Business,West,East,Parcel,Standard,261,Cancelled
SHP01111,2025-12-22,2025-12-23,Individual,North,Central,Parcel,Standard,183,Delivered
SHP00909,2025-12-23,2025-12-26,Individual,South,West,Parcel,Express,220,Delivered
SHP00737,2025-12-24,2025-12-28,Individual,South,South,Parcel,Express,204,Delivered
SHP00772,2025-12-25,2025-12-28,Business,South,West,Document,Express,335,Delivered
SHP01566,2025-12-25,2025-12-28,Individual,South,West,Parcel,Standard,110,Delivered
SHP01902,2025-12-26,2025-12-27,Individual,North,Central,Electronics,Express,245,Failed
SHP01334,2025-12-26,2025-12-30,Individual,West,South,Parcel,Standard,111,Delivered
SHP01642,2025-12-26,2025-12-29,Individual,East,East,Fragile,Express,438,Delivered
SHP00100,2025-12-26,2025-12-30,Individual,East,West,Parcel,Standard,386,Delivered
SHP00662,2025-12-26,2025-12-27,Business,Central,Central,Electronics,Standard,114,Delivered
SHP00290,2025-12-27,2025-12-30,Business,Central,East,Fragile,Standard,465,Delayed
SHP01089,2025-12-27,2025-12-28,Business,Central,South,Document,Express,333,Delivered
SHP00385,2025-12-27,2026-01-02,Individual,North,West,Electronics,Standard,167,Delivered
