Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Days,Delivery_Status,Delivery_Performance
SHP00386,2026-04-28,2026-04-29,Individual,East,Central,Parcel,Express,199,1,Delivered,On Time
SHP00897,2026-04-28,2026-05-02,Business,West,Central,Fragile,Standard,411,4,Failed,Not On Time
SHP01175,2026-04-29,2026-05-01,Individual,East,East,Parcel,Standard,476,2,Delivered,On Time
SHP00428,2026-04-30,2026-05-05,Business,South,West,Parcel,Standard,121,5,Delivered,Not On Time
SHP01563,2026-04-30,2026-05-04,Individual,Central,East,Parcel,Express,536,4,Delivered,Not On Time
SHP00774,2026-04-30,2026-05-07,Business,North,South,Document,Standard,189,7,Delivered,Not On Time
SHP00373,2026-05-01,2026-05-03,Business,Central,West,Fragile,Standard,178,2,Delivered,On Time
SHP00539,2026-05-02,2026-05-05,Individual,East,West,Parcel,Standard,207,3,Delivered,On Time
SHP00585,2026-05-02,2026-05-05,Individual,Central,West,Fragile,Standard,155,3,Delivered,On Time
SHP00977,2026-05-03,2026-05-10,Business,East,Central,Document,Express,416,7,Delivered,Not On Time
SHP00291,2026-05-03,2026-05-06,Individual,South,East,Parcel,Standard,350,3,Delivered,On Time
SHP00266,2026-05-03,2026-05-05,Individual,East,Central,Fragile,Standard,438,2,Delivered,On Time
SHP00149,2026-05-04,2026-05-08,Individual,East,West,Parcel,Standard,494,4,Delivered,Not On Time
SHP01907,2026-05-05,2026-05-10,Individual,East,West,Parcel,Standard,361,5,Delivered,Not On Time
SHP01245,2026-05-05,2026-05-10,Business,South,West,Fragile,Standard,315,5,Delivered,Not On Time
SHP00020,2026-05-06,2026-05-08,Individual,North,West,Fragile,Standard,383,2,Delayed,Not On Time
SHP01658,2026-05-06,2026-05-08,Business,Central,North,Parcel,Standard,369,2,Cancelled,Not On Time
SHP01653,2026-05-08,2026-05-14,Individual,East,North,Parcel,Standard,280,6,Delivered,Not On Time
SHP01779,2026-05-08,2026-05-12,Business,East,Central,Fragile,Same Day,441,4,Delivered,Not On Time
SHP00595,2026-05-08,2026-05-11,Business,North,North,Parcel,Express,580,3,Delivered,On Time
SHP01994,2026-05-09,2026-05-16,Business,East,Central,Electronics,Standard,275,7,Delivered,Not On Time
SHP00339,2026-05-10,2026-05-17,Business,South,Central,Parcel,Standard,202,7,Delivered,Not On Time
SHP00001,2026-05-10,2026-05-17,Individual,Central,Central,Document,Standard,168,7,Failed,Not On Time
SHP01426,2026-05-11,2026-05-14,Individual,South,East,Fragile,Standard,266,3,Cancelled,Not On Time
SHP01485,2026-05-11,2026-05-14,Business,North,South,Document,Same Day,565,3,Delivered,On Time
SHP00174,2026-05-13,2026-05-15,Individual,Central,South,Document,Standard,251,2,Delivered,On Time
SHP00114,2026-05-13,2026-05-17,Individual,North,North,Document,Standard,307,4,Delivered,Not On Time
SHP00814,2026-05-14,2026-05-20,Individual,North,East,Parcel,Express,643,6,Delivered,Not On Time
SHP01440,2026-05-15,2026-05-17,Business,North,Central,Parcel,Express,472,2,Delivered,On Time
SHP01242,2026-05-15,2026-05-19,Individual,North,West,Electronics,Standard,320,4,Delivered,Not On Time
SHP01058,2026-05-15,2026-05-17,Business,Central,South,Parcel,Standard,194,2,Delivered,On Time
SHP01577,2026-05-16,2026-05-19,Individual,East,East,Document,Express,218,3,Delivered,On Time
SHP01451,2026-05-16,2026-05-17,Business,East,South,Fragile,Express,654,1,Delivered,On Time
SHP00314,2026-05-16,2026-05-19,Business,East,Central,Parcel,Standard,213,3,Delivered,On Time
SHP00412,2026-05-16,2026-05-17,Individual,West,West,Parcel,Standard,497,1,Delayed,Not On Time
SHP01304,2026-05-18,2026-05-21,Individual,Central,Central,Document,Same Day,257,3,Delivered,On Time
SHP00512,2026-05-18,2026-05-21,Individual,West,South,Document,Standard,435,3,Delivered,On Time
SHP00108,2026-05-20,2026-05-22,Individual,East,East,Document,Standard,210,2,Failed,Not On Time
SHP01371,2026-05-20,2026-05-24,Individual,East,West,Parcel,Express,476,4,Delivered,Not On Time
SHP00831,2026-05-21,2026-05-22,Individual,North,South,Parcel,Express,266,1,Delivered,On Time
SHP00008,2026-05-21,2026-05-24,Business,Central,North,Electronics,Standard,146,3,Delivered,On Time
SHP00179,2026-05-21,2026-05-24,Individual,North,Central,Document,Standard,473,3,Delivered,On Time
SHP00413,2026-05-22,2026-05-25,Business,North,West,Electronics,Express,449,3,Delayed,Not On Time
SHP00769,2026-05-22,2026-05-26,Business,North,East,Electronics,Express,616,4,Delivered,Not On Time
SHP01417,2026-05-22,2026-05-25,Business,North,South,Parcel,Express,694,3,Delayed,Not On Time
SHP01398,2026-05-23,2026-05-28,Business,West,West,Parcel,Express,692,5,Delayed,Not On Time
SHP00463,2026-05-25,2026-05-30,Individual,East,East,Document,Standard,124,5,Delivered,Not On Time
SHP00883,2026-05-25,2026-05-30,Business,North,East,Fragile,Express,318,5,Failed,Not On Time
SHP00310,2026-05-26,2026-05-28,Individual,Central,North,Document,Standard,475,2,Delivered,On Time
SHP00704,2026-05-26,2026-05-31,Individual,Central,South,Fragile,Express,682,5,Delayed,Not On Time
SHP00531,2026-05-26,2026-05-28,Business,West,West,Parcel,Same Day,315,2,Delayed,Not On Time
SHP00209,2026-05-27,2026-05-31,Individual,East,East,Fragile,Same Day,349,4,Delivered,Not On Time
SHP01284,2026-05-28,2026-05-31,Individual,South,South,Parcel,Standard,479,3,Cancelled,Not On Time
SHP00066,2026-05-28,2026-05-31,Business,West,North,Fragile,Express,241,3,Delivered,On Time
SHP00234,2026-05-28,2026-05-31,Individual,East,Central,Electronics,Standard,165,3,Delivered,On Time
SHP00188,2026-05-30,2026-06-02,Individual,West,Central,Parcel,Express,564,3,Delivered,On Time
SHP00564,2026-05-30,2026-06-02,Business,North,Central,Electronics,Express,538,3,Delivered,On Time
SHP00726,2026-05-30,2026-06-03,Individual,South,North,Parcel,Same Day,437,4,Delivered,Not On Time
SHP00524,2026-06-01,2026-06-02,Individual,North,East,Parcel,Express,466,1,Delivered,On Time
SHP00671,2026-06-01,2026-06-06,Business,North,South,Fragile,Standard,438,5,Delivered,Not On Time
SHP01086,2026-06-01,2026-06-02,Individual,West,East,Parcel,Standard,413,1,Delivered,On Time
SHP01829,2026-06-01,2026-06-04,Individual,East,North,Fragile,Standard,373,3,Delivered,On Time
SHP01296,2026-06-02,2026-06-03,Business,East,West,Electronics,Express,690,1,Delivered,On Time
SHP00161,2026-06-02,2026-06-04,Individual,Central,North,Fragile,Standard,213,2,Delivered,On Time
SHP00312,2026-06-02,2026-06-03,Business,North,Central,Parcel,Same Day,414,1,Delivered,On Time
SHP00430,2026-06-03,2026-06-06,Individual,South,East,Document,Standard,89,3,Delivered,On Time
SHP01160,2026-06-03,2026-06-04,Business,North,North,Fragile,Express,176,1,Delivered,On Time
SHP00491,2026-06-04,2026-06-08,Business,East,East,Fragile,Express,267,4,Delivered,Not On Time
SHP01266,2026-06-04,2026-06-07,Business,North,East,Electronics,Express,287,3,Delivered,On Time
SHP01491,2026-06-04,2026-06-07,Individual,South,South,Parcel,Standard,156,3,Delivered,On Time
SHP01377,2026-06-05,2026-06-07,Business,West,West,Fragile,Express,231,2,Delivered,On Time
SHP01641,2026-06-05,2026-06-07,Individual,Central,West,Parcel,Express,336,2,Cancelled,Not On Time
SHP01293,2026-06-05,2026-06-08,Individual,Central,West,Parcel,Standard,97,3,Delivered,On Time
SHP01974,2026-06-06,2026-06-08,Individual,Central,North,Electronics,Express,445,2,Delivered,On Time
SHP00850,2026-06-06,2026-06-09,Individual,West,East,Electronics,Standard,98,3,Delivered,On Time
SHP01356,2026-06-07,2026-06-12,Business,South,North,Document,Express,515,5,Delivered,Not On Time
SHP01639,2026-06-09,2026-06-13,Individual,West,Central,Parcel,Standard,109,4,Delivered,Not On Time
SHP00435,2026-06-09,2026-06-11,Individual,West,Central,Fragile,Standard,165,2,Delivered,On Time
SHP01599,2026-06-09,2026-06-15,Individual,Central,South,Parcel,Standard,486,6,Delivered,Not On Time
SHP01472,2026-06-09,2026-06-12,Business,North,Central,Electronics,Express,567,3,Delivered,On Time
SHP01959,2026-06-10,2026-06-13,Individual,East,Central,Document,Standard,266,3,Delivered,On Time
SHP00113,2026-06-10,2026-06-16,Individual,North,Central,Parcel,Same Day,626,6,Delayed,Not On Time
SHP01528,2026-06-10,2026-06-14,Individual,West,West,Parcel,Standard,358,4,Cancelled,Not On Time
SHP01181,2026-06-11,2026-06-14,Business,North,West,Fragile,Standard,447,3,Delivered,On Time
SHP01114,2026-06-12,2026-06-16,Individual,Central,West,Document,Express,552,4,Delivered,Not On Time
SHP01395,2026-06-13,2026-06-18,Individual,Central,North,Electronics,Standard,123,5,Delivered,Not On Time
SHP00475,2026-06-13,2026-06-16,Individual,North,North,Document,Express,462,3,Delivered,On Time
SHP00371,2026-06-14,2026-06-16,Individual,West,West,Fragile,Express,253,2,Delivered,On Time
SHP00335,2026-06-15,2026-06-16,Individual,South,South,Parcel,Standard,96,1,Delivered,On Time
SHP00190,2026-06-15,2026-06-17,Individual,West,South,Parcel,Standard,263,2,Delivered,On Time
SHP00755,2026-06-16,2026-06-22,Business,East,North,Fragile,Standard,472,6,Delivered,Not On Time
SHP00043,2026-06-16,2026-06-17,Business,Central,Central,Parcel,Express,535,1,Delivered,On Time
SHP00713,2026-06-17,2026-06-22,Business,South,North,Document,Same Day,308,5,Delivered,Not On Time
SHP01325,2026-06-17,2026-06-19,Individual,Central,North,Electronics,Express,693,2,Delivered,On Time
SHP01793,2026-06-17,2026-06-20,Individual,North,East,Fragile,Standard,191,3,Delayed,Not On Time
SHP01392,2026-06-18,2026-06-24,Individual,South,North,Parcel,Same Day,373,6,Delivered,Not On Time
SHP00622,2026-06-18,2026-06-21,Business,West,East,Document,Same Day,583,3,Delivered,On Time
SHP00624,2026-06-18,2026-06-21,Individual,North,West,Document,Standard,202,3,Delivered,On Time
SHP00607,2026-06-18,2026-06-22,Individual,Central,North,Document,Same Day,211,4,Delayed,Not On Time
SHP01857,2026-06-19,2026-06-21,Business,West,South,Fragile,Standard,224,2,Delivered,On Time
SHP00750,2026-06-20,2026-06-23,Business,Central,North,Electronics,Express,431,3,Delivered,On Time
SHP01795,2026-06-20,2026-06-25,Business,West,South,Parcel,Standard,116,5,Delayed,Not On Time
SHP00279,2026-06-21,2026-06-26,Individual,North,Central,Parcel,Express,661,5,Delivered,Not On Time
SHP01425,2026-06-21,2026-06-26,Individual,North,East,Document,Standard,300,5,Delayed,Not On Time
SHP00974,2026-06-23,2026-06-26,Business,South,South,Document,Standard,406,3,Failed,Not On Time
SHP01015,2026-06-24,2026-06-26,Individual,East,South,Fragile,Standard,107,2,Delivered,On Time
SHP01282,2026-06-25,2026-06-28,Individual,East,East,Parcel,Express,601,3,Delivered,On Time
SHP01405,2026-06-27,2026-06-30,Individual,South,Central,Document,Express,482,3,Delivered,On Time
SHP00522,2026-06-27,2026-06-29,Individual,Central,North,Fragile,Standard,350,2,Delayed,Not On Time
SHP01630,2026-06-27,2026-07-02,Business,Central,Central,Parcel,Express,406,5,Delivered,Not On Time
SHP00951,2026-06-28,2026-07-01,Individual,North,Central,Fragile,Same Day,830,3,Delivered,On Time
SHP01450,2026-06-29,2026-06-30,Individual,West,East,Document,Standard,148,1,Delivered,On Time
SHP00761,2026-06-29,2026-07-04,Individual,North,West,Parcel,Standard,161,5,Delivered,Not On Time
SHP00351,2026-06-30,2026-07-01,Business,South,Central,Document,Express,603,1,Failed,Not On Time
SHP01728,2026-06-30,2026-07-06,Business,South,Central,Electronics,Standard,290,6,Delivered,Not On Time
SHP00451,2026-07-01,2026-07-05,Business,West,East,Parcel,Standard,292,4,Delivered,Not On Time
SHP01413,2026-07-02,2026-07-05,Individual,East,South,Parcel,Express,146,3,Delivered,On Time
SHP00208,2026-07-02,2026-07-05,Individual,West,North,Parcel,Standard,220,3,Delivered,On Time
SHP01197,2026-07-02,2026-07-06,Individual,South,West,Parcel,Express,232,4,Delivered,Not On Time
SHP01660,2026-07-03,2026-07-04,Individual,West,East,Fragile,Express,246,1,Delivered,On Time
SHP00960,2026-07-03,2026-07-06,Business,West,West,Parcel,Standard,332,3,Delivered,On Time
SHP01326,2026-07-04,2026-07-06,Individual,North,Central,Document,Same Day,301,2,Delivered,On Time
SHP01258,2026-07-04,2026-07-06,Individual,Central,North,Parcel,Standard,193,2,Delivered,On Time
SHP01570,2026-07-05,2026-07-07,Individual,North,South,Parcel,Standard,162,2,Delivered,On Time
SHP01798,2026-07-05,2026-07-09,Business,East,Central,Document,Express,699,4,Cancelled,Not On Time
SHP01264,2026-07-06,2026-07-10,Business,West,North,Parcel,Standard,334,4,Delayed,Not On Time
SHP00768,2026-07-06,2026-07-07,Individual,South,South,Parcel,Express,456,1,Delivered,On Time
SHP01369,2026-07-06,2026-07-13,Individual,East,West,Parcel,Standard,476,7,Delivered,Not On Time
SHP01523,2026-07-07,2026-07-10,Individual,South,West,Parcel,Standard,376,3,Delivered,On Time
SHP00674,2026-07-07,2026-07-08,Individual,North,South,Fragile,Standard,413,1,Cancelled,Not On Time
SHP01478,2026-07-07,2026-07-10,Individual,North,West,Parcel,Standard,401,3,Delivered,On Time
SHP00584,2026-07-07,2026-07-09,Individual,West,North,Electronics,Express,307,2,Delayed,Not On Time
SHP00402,2026-07-08,2026-07-12,Individual,North,South,Parcel,Express,220,4,Delivered,Not On Time
SHP00719,2026-07-08,2026-07-11,Business,West,Central,Parcel,Standard,182,3,Delivered,On Time
SHP01678,2026-07-09,2026-07-14,Individual,North,Central,Parcel,Standard,327,5,Delivered,Not On Time
SHP00275,2026-07-09,2026-07-15,Individual,North,West,Document,Express,587,6,Delivered,Not On Time
SHP01134,2026-07-09,2026-07-15,Individual,South,North,Parcel,Express,454,6,Delivered,Not On Time
SHP01110,2026-07-09,2026-07-14,Individual,North,East,Parcel,Standard,152,5,Delivered,Not On Time
SHP01938,2026-07-09,2026-07-10,Individual,East,South,Parcel,Express,546,1,Delivered,On Time
SHP01187,2026-07-09,2026-07-12,Business,South,North,Document,Standard,174,3,Delivered,On Time
SHP01016,2026-07-10,2026-07-15,Individual,West,West,Parcel,Standard,127,5,Delivered,Not On Time
SHP00803,2026-07-11,2026-07-14,Individual,Central,Central,Parcel,Same Day,286,3,Delivered,On Time
SHP01419,2026-07-12,2026-07-14,Individual,East,Central,Fragile,Standard,294,2,Delivered,On Time
SHP00521,2026-07-13,2026-07-16,Business,North,West,Parcel,Express,333,3,Delivered,On Time
SHP00926,2026-07-13,2026-07-15,Business,Central,Central,Fragile,Express,347,2,Cancelled,Not On Time
SHP01133,2026-07-14,2026-07-16,Individual,South,Central,Parcel,Express,514,2,Delivered,On Time
SHP00259,2026-07-16,2026-07-23,Individual,Central,East,Parcel,Standard,192,7,Delivered,Not On Time
SHP00517,2026-07-17,2026-07-19,Individual,East,West,Parcel,Standard,138,2,Delivered,On Time
SHP00176,2026-07-17,2026-07-20,Individual,East,South,Parcel,Standard,96,3,Delivered,On Time
SHP00482,2026-07-17,2026-07-18,Individual,West,North,Parcel,Express,532,1,Failed,Not On Time
SHP00092,2026-07-18,2026-07-25,Business,South,Central,Fragile,Express,400,7,Delivered,Not On Time
SHP01781,2026-07-19,2026-07-21,Business,East,West,Parcel,Standard,229,2,Delayed,Not On Time
SHP01443,2026-07-20,2026-07-26,Individual,North,East,Document,Express,238,6,Delivered,Not On Time
SHP01001,2026-07-22,2026-07-28,Individual,North,South,Parcel,Same Day,268,6,Delivered,Not On Time
SHP01307,2026-07-22,2026-07-26,Individual,East,Central,Fragile,Standard,266,4,Delayed,Not On Time
SHP00973,2026-07-22,2026-07-23,Business,East,Central,Electronics,Same Day,880,1,Cancelled,Not On Time
SHP00483,2026-07-22,2026-07-24,Individual,East,East,Parcel,Same Day,500,2,Delivered,On Time
SHP00440,2026-07-23,2026-07-28,Individual,South,Central,Parcel,Express,545,5,Cancelled,Not On Time
SHP01093,2026-07-23,2026-07-27,Individual,Central,Central,Parcel,Express,476,4,Delivered,Not On Time
SHP01964,2026-07-24,2026-07-28,Individual,North,South,Parcel,Express,158,4,Delivered,Not On Time
SHP00865,2026-07-24,2026-07-26,Business,North,West,Parcel,Express,553,2,Delivered,On Time
SHP01362,2026-07-24,2026-07-26,Individual,West,Central,Parcel,Express,378,2,Delivered,On Time
SHP01102,2026-07-24,2026-07-27,Business,West,South,Electronics,Express,171,3,Delivered,On Time
SHP00316,2026-07-24,2026-07-30,Business,South,East,Document,Standard,433,6,Delivered,Not On Time
SHP01164,2026-07-25,2026-08-01,Individual,East,North,Document,Express,696,7,Delayed,Not On Time
SHP00871,2026-07-25,2026-07-27,Individual,Central,South,Electronics,Standard,488,2,Delivered,On Time
SHP01152,2026-07-27,2026-07-29,Individual,North,North,Fragile,Standard,269,2,Delivered,On Time
SHP00881,2026-07-27,2026-07-29,Business,South,East,Document,Standard,342,2,Delivered,On Time
SHP01050,2026-07-27,2026-08-01,Individual,East,East,Parcel,Standard,251,5,Delivered,Not On Time
SHP01910,2026-07-28,2026-07-31,Business,South,West,Electronics,Standard,205,3,Delivered,On Time
SHP01456,2026-07-28,2026-07-30,Individual,North,North,Parcel,Standard,191,2,Delivered,On Time
SHP00976,2026-07-28,2026-07-31,Individual,Central,South,Electronics,Express,556,3,Delivered,On Time
SHP01582,2026-07-30,2026-08-01,Individual,Central,East,Parcel,Express,647,2,Delivered,On Time
SHP01979,2026-07-31,2026-08-05,Individual,South,West,Parcel,Standard,266,5,Cancelled,Not On Time
SHP01595,2026-08-01,2026-08-03,Individual,West,Central,Parcel,Same Day,592,2,Delivered,On Time
SHP00954,2026-08-01,2026-08-06,Business,South,South,Fragile,Standard,223,5,Delivered,Not On Time
SHP01904,2026-08-02,2026-08-03,Business,West,North,Parcel,Express,434,1,Delivered,On Time
SHP01942,2026-08-03,2026-08-05,Individual,South,Central,Document,Standard,437,2,Delivered,On Time
SHP00453,2026-08-03,2026-08-07,Business,West,South,Document,Standard,164,4,Delivered,Not On Time
SHP00924,2026-08-04,2026-08-07,Business,North,East,Parcel,Standard,422,3,Delivered,On Time
SHP01286,2026-08-04,2026-08-05,Individual,South,South,Parcel,Standard,453,1,Delivered,On Time
SHP01437,2026-08-04,2026-08-07,Individual,West,West,Parcel,Standard,232,3,Delayed,Not On Time
SHP00728,2026-08-04,2026-08-06,Individual,West,North,Fragile,Standard,85,2,Delivered,On Time
SHP00819,2026-08-05,2026-08-09,Individual,South,East,Fragile,Same Day,187,4,Delivered,Not On Time
SHP01775,2026-08-05,2026-08-09,Business,North,South,Parcel,Express,319,4,Delivered,Not On Time
SHP00434,2026-08-05,2026-08-06,Individual,East,North,Fragile,Standard,373,1,Delivered,On Time
SHP01277,2026-08-05,2026-08-10,Individual,East,West,Parcel,Standard,255,5,Delivered,Not On Time
SHP01145,2026-08-06,2026-08-12,Individual,South,East,Parcel,Standard,381,6,Delayed,Not On Time
SHP00809,2026-08-08,2026-08-12,Business,South,South,Electronics,Express,251,4,Delivered,Not On Time
SHP01636,2026-08-09,2026-08-12,Individual,Central,South,Parcel,Standard,441,3,Delivered,On Time
SHP00143,2026-08-09,2026-08-12,Business,West,West,Electronics,Express,200,3,Delayed,Not On Time
SHP01184,2026-08-09,2026-08-12,Individual,North,West,Parcel,Standard,122,3,Delivered,On Time
SHP00908,2026-08-09,2026-08-14,Business,North,North,Fragile,Express,584,5,Delivered,Not On Time
SHP00449,2026-08-11,2026-08-15,Individual,South,North,Document,Standard,203,4,Delivered,Not On Time
SHP00882,2026-08-12,2026-08-15,Business,South,North,Fragile,Express,368,3,Delivered,On Time
SHP00222,2026-08-12,2026-08-14,Individual,West,Central,Electronics,Express,399,2,Delayed,Not On Time
SHP01192,2026-08-12,2026-08-16,Individual,South,East,Parcel,Standard,479,4,Delayed,Not On Time
SHP00171,2026-08-12,2026-08-16,Individual,North,North,Document,Standard,320,4,Delivered,Not On Time
SHP01333,2026-08-13,2026-08-16,Individual,Central,East,Fragile,Express,449,3,Delivered,On Time
SHP01906,2026-08-13,2026-08-14,Individual,East,West,Document,Standard,169,1,Delivered,On Time
SHP01435,2026-08-13,2026-08-14,Business,East,East,Fragile,Standard,402,1,Delivered,On Time
SHP01701,2026-08-13,2026-08-14,Individual,North,North,Fragile,Standard,470,1,Delivered,On Time
SHP00014,2026-08-13,2026-08-16,Business,East,North,Document,Standard,139,3,Delivered,On Time
SHP00045,2026-08-13,2026-08-16,Individual,South,South,Parcel,Express,113,3,Delivered,On Time
SHP00376,2026-08-14,2026-08-18,Individual,West,North,Document,Standard,364,4,Delivered,Not On Time
SHP00212,2026-08-14,2026-08-15,Individual,North,North,Electronics,Express,645,1,Failed,Not On Time
SHP01428,2026-08-14,2026-08-17,Business,South,West,Parcel,Express,386,3,Delivered,On Time
SHP01063,2026-08-14,2026-08-17,Individual,Central,West,Document,Same Day,833,3,Delivered,On Time
SHP01497,2026-08-14,2026-08-17,Individual,South,East,Parcel,Express,112,3,Delivered,On Time
SHP00029,2026-08-15,2026-08-17,Business,East,South,Fragile,Express,490,2,Delivered,On Time
SHP01040,2026-08-15,2026-08-18,Individual,East,West,Parcel,Standard,436,3,Delivered,On Time
SHP00842,2026-08-15,2026-08-17,Individual,North,South,Parcel,Standard,264,2,Delivered,On Time
SHP00027,2026-08-15,2026-08-18,Business,South,South,Parcel,Same Day,871,3,Delivered,On Time
SHP00348,2026-08-15,2026-08-18,Individual,East,North,Document,Standard,471,3,Cancelled,Not On Time
SHP01124,2026-08-15,2026-08-17,Individual,Central,South,Document,Standard,271,2,Delivered,On Time
SHP01632,2026-08-16,2026-08-17,Individual,South,South,Document,Express,343,1,Delivered,On Time
SHP00516,2026-08-16,2026-08-17,Individual,East,West,Document,Standard,426,1,Cancelled,Not On Time
SHP01322,2026-08-17,2026-08-22,Individual,West,East,Parcel,Standard,486,5,Delayed,Not On Time
SHP00235,2026-08-17,2026-08-19,Individual,North,North,Document,Standard,256,2,Delivered,On Time
SHP00101,2026-08-18,2026-08-21,Individual,South,South,Document,Standard,278,3,Delivered,On Time
SHP01940,2026-08-19,2026-08-20,Business,North,South,Electronics,Standard,442,1,Delivered,On Time
SHP01581,2026-08-19,2026-08-24,Business,North,South,Fragile,Standard,179,5,Delivered,Not On Time
SHP00267,2026-08-19,2026-08-21,Business,South,South,Document,Standard,354,2,Delivered,On Time
SHP01943,2026-08-20,2026-08-27,Individual,Central,North,Parcel,Standard,312,7,Delivered,Not On Time
SHP01149,2026-08-21,2026-08-23,Business,Central,Central,Document,Express,196,2,Delayed,Not On Time
SHP01800,2026-08-21,2026-08-23,Individual,North,North,Parcel,Same Day,302,2,Delivered,On Time
SHP01616,2026-08-21,2026-08-22,Individual,East,Central,Fragile,Express,302,1,Delivered,On Time
SHP00896,2026-08-24,2026-08-26,Individual,West,East,Parcel,Standard,202,2,Delivered,On Time
SHP01578,2026-08-25,2026-08-31,Individual,North,West,Parcel,Standard,338,6,Delivered,Not On Time
SHP00501,2026-08-25,2026-08-26,Individual,Central,West,Parcel,Standard,376,1,Failed,Not On Time
SHP01757,2026-08-26,2026-08-29,Individual,North,Central,Electronics,Express,447,3,Delivered,On Time
SHP01674,2026-08-26,2026-08-27,Business,South,Central,Electronics,Express,700,1,Delivered,On Time
SHP01499,2026-08-26,2026-08-29,Business,East,South,Parcel,Standard,365,3,Delivered,On Time
SHP00867,2026-08-26,2026-08-30,Individual,West,North,Fragile,Express,329,4,Delayed,Not On Time
SHP00390,2026-08-27,2026-08-30,Business,South,North,Document,Express,214,3,Delivered,On Time
SHP00497,2026-08-28,2026-09-02,Individual,West,West,Fragile,Standard,177,5,Delivered,Not On Time
SHP01558,2026-08-28,2026-08-31,Individual,North,Central,Parcel,Standard,157,3,Delivered,On Time
SHP01400,2026-08-28,2026-09-01,Individual,North,East,Parcel,Express,118,4,Delivered,Not On Time
SHP00287,2026-08-29,2026-09-04,Business,North,East,Document,Same Day,466,6,Delivered,Not On Time
SHP01487,2026-08-29,2026-08-30,Individual,North,North,Parcel,Express,235,1,Delivered,On Time
SHP00503,2026-08-29,2026-09-03,Individual,South,East,Fragile,Express,122,5,Delivered,Not On Time
SHP00135,2026-08-30,2026-09-01,Business,Central,North,Parcel,Standard,286,2,Delivered,On Time
SHP01202,2026-08-30,2026-09-02,Individual,Central,South,Parcel,Express,458,3,Delivered,On Time
SHP01200,2026-08-30,2026-09-02,Individual,West,Central,Parcel,Standard,224,3,Delivered,On Time
SHP01579,2026-08-31,2026-09-03,Business,Central,South,Parcel,Standard,171,3,Delivered,On Time
SHP01297,2026-08-31,2026-09-02,Individual,East,Central,Document,Same Day,898,2,Delivered,On Time
SHP01592,2026-09-01,2026-09-05,Individual,Central,North,Fragile,Standard,347,4,Delivered,Not On Time
SHP01194,2026-09-01,2026-09-02,Business,East,East,Parcel,Standard,350,1,Delivered,On Time
SHP01071,2026-09-02,2026-09-04,Business,South,West,Fragile,Express,640,2,Delivered,On Time
SHP00025,2026-09-02,2026-09-06,Individual,North,East,Parcel,Standard,463,4,Delivered,Not On Time
SHP01742,2026-09-04,2026-09-08,Business,South,Central,Electronics,Standard,167,4,Delivered,Not On Time
SHP01401,2026-09-04,2026-09-09,Individual,East,Central,Document,Express,617,5,Delivered,Not On Time
SHP00405,2026-09-04,2026-09-06,Individual,South,East,Electronics,Standard,215,2,Delivered,On Time
SHP01731,2026-09-06,2026-09-07,Individual,West,Central,Fragile,Express,259,1,Delivered,On Time
SHP00258,2026-09-07,2026-09-14,Individual,South,North,Parcel,Express,644,7,Delayed,Not On Time
SHP01080,2026-09-07,2026-09-10,Business,East,North,Parcel,Standard,336,3,Failed,Not On Time
SHP01017,2026-09-07,2026-09-10,Individual,South,West,Document,Standard,175,3,Delivered,On Time
SHP01847,2026-09-08,2026-09-09,Individual,East,East,Fragile,Express,438,1,Failed,Not On Time
SHP01109,2026-09-08,2026-09-11,Individual,Central,Central,Document,Standard,293,3,Cancelled,Not On Time
SHP00163,2026-09-08,2026-09-10,Individual,South,North,Parcel,Same Day,805,2,Delayed,Not On Time
SHP01105,2026-09-09,2026-09-10,Business,North,West,Parcel,Standard,142,1,Cancelled,Not On Time
SHP01825,2026-09-09,2026-09-11,Individual,West,East,Fragile,Standard,469,2,Delayed,Not On Time
SHP00860,2026-09-09,2026-09-12,Business,West,Central,Electronics,Same Day,412,3,Delivered,On Time
SHP01646,2026-09-10,2026-09-12,Individual,North,West,Parcel,Same Day,448,2,Delivered,On Time
SHP00611,2026-09-10,2026-09-13,Business,North,North,Electronics,Standard,459,3,Delayed,Not On Time
SHP00600,2026-09-10,2026-09-16,Individual,East,West,Parcel,Standard,454,6,Delivered,Not On Time
SHP01193,2026-09-10,2026-09-13,Individual,South,West,Parcel,Express,344,3,Delivered,On Time
SHP00843,2026-09-11,2026-09-14,Individual,West,Central,Document,Express,511,3,Delivered,On Time
SHP01969,2026-09-11,2026-09-12,Individual,Central,West,Electronics,Standard,484,1,Delivered,On Time
SHP01315,2026-09-11,2026-09-14,Individual,West,North,Document,Standard,240,3,Delivered,On Time
SHP01103,2026-09-12,2026-09-14,Individual,North,West,Fragile,Express,322,2,Delivered,On Time
SHP01542,2026-09-13,2026-09-20,Individual,West,East,Parcel,Standard,276,7,Delayed,Not On Time
SHP00922,2026-09-14,2026-09-17,Individual,North,North,Parcel,Express,665,3,Delivered,On Time
SHP01186,2026-09-14,2026-09-15,Business,West,Central,Document,Standard,121,1,Delivered,On Time
SHP01672,2026-09-14,2026-09-19,Individual,East,North,Document,Standard,192,5,Delayed,Not On Time
SHP01256,2026-09-15,2026-09-18,Individual,North,West,Parcel,Standard,453,3,Delivered,On Time
